Brand,Ratings,Speaker,Size,HD,HDMI,USB,Cost,buy_from,img_url
samsung,4.8,20,55,Ultra HD 4K,3,2,89990,https://www.flipkart.com/samsung-series-7-138-cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmf5xzy9jajvkyg?pid=TVSF5XZYUP4Y67RZ&lid=LSTTVSF5XZYUP4Y67RZS1YUP0&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_395&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSF5XZYUP4Y67RZ.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jialea80/television/p/b/g/samsung-65nu7470-original-imaf64f2hjrwz7rv.jpeg?q=70
panasonic,4.0,10,43,Full HD,2,1,48900,https://www.flipkart.com/panasonic-shinobi-108-cm-43-inch-full-hd-led-tv/p/itmeg8gwzrpdk6z6?pid=TVSEG8GWRGEG9NGJ&lid=LSTTVSEG8GWRGEG9NGJRNKNAA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_396&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSEG8GWRGEG9NGJ.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/television/5/v/2/panasonic-th-49d450d-original-imaeqzqrfkgk8hmg.jpeg?q=70
samsung,3.9,20,55,Full HD,3,2,118900,https://www.flipkart.com/samsung-series-5-138-cm-55-inch-full-hd-led-smart-tv/p/itmevhpauegrvgyg?pid=TVSEVHPAMEEYMHBP&lid=LSTTVSEVHPAMEEYMHBP8OXGAE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_397&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSEVHPAMEEYMHBP.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/j4sronk0/television/2/b/d/samsung-32m5570-original-imaevmgh3ttm7jxz.jpeg?q=70
lg,4.8,20,49,Ultra HD 4K,4,2,64999,https://www.flipkart.com/lg-nanocell-123-cm-49-inch-ultra-hd-4k-led-smart-tv/p/itmac38cb8ed8b25?pid=TVSFVST4AZSHYFWZ&lid=LSTTVSFVST4AZSHYFWZWKBUTE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_398&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSFVST4AZSHYFWZ.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kg9qbgw0/television/f/w/z/lg-49nano80tna-original-imafwjxkycavkrkg.jpeg?q=70
haier,4.0,20,32,HD,3,2,17490,https://www.flipkart.com/haier-80-cm-32-inch-hd-ready-led-smart-android-tv/p/itm917dc5b753bfa?pid=TVSFU64FXHNMGRPA&lid=LSTTVSFU64FXHNMGRPAVRLOQ1&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_399&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSFU64FXHNMGRPA.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kg9qbgw0/television/r/p/a/haier-le32k6600ga-original-imafwj2mtd2whwgt.jpeg?q=70
sansui,4.3,20,43,Ultra HD 4K,3,2,28999,https://www.flipkart.com/sansui-pro-view-109-cm-43-inch-ultra-hd-4k-led-smart-tv-powered-dbx-tv-sound/p/itmc3105bcfe664d?pid=TVSFH7HCZYZHM4WF&lid=LSTTVSFH7HCZYZHM4WFWHB3MG&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_400&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSFH7HCZYZHM4WF.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k7dnonk0/television/4/w/f/sansui-43uhdaosp-original-imafpmfgryzgeywh.jpeg?q=70
samsung,4.7,20,49,Ultra HD 4K,4,2,69990,https://www.flipkart.com/samsung-q60rak-123-cm-49-inch-qled-ultra-hd-4k-smart-tv/p/itmfggqbahmdzxxy?pid=TVSFGGQBZGN3TGDV&lid=LSTTVSFGGQBZGN3TGDVU6DSHS&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_401&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSFGGQBZGN3TGDV.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jx502vk0/television/g/d/v/samsung-qa49q60rakxxl-49q60rak-original-imafhnvqg4ctdnqv.jpeg?q=70
thomson,4.1,20,32,HD,3,2,16999,https://www.flipkart.com/thomson-b9-series-80-cm-32-inch-hd-ready-led-smart-tv/p/itmf3yq8cy7qhx2j?pid=TVSF3T3XVG8GWPHN&lid=LSTTVSF3T3XVG8GWPHNSZJWKR&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_402&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSF3T3XVG8GWPHN.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jfr57rk0/television/p/h/n/thomson-b9-32m3277-original-imaf45bckfhgpzpg.jpeg?q=70
samsung,4.4,40,32,HD,2,1,18256,https://www.flipkart.com/samsung-series-4-80-cm-32-inch-hd-ready-led-smart-tv/p/itmf5xzyyfcfcjdn?pid=TVSF5XZYHQRPXVJ6&lid=LSTTVSF5XZYHQRPXVJ6RJ8XLV&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_403&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSF5XZYHQRPXVJ6.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k0bbb0w0pkrrdj/television-refurbished/w/j/w/c-ua32n4300arxxl-ua32n4300arlxl-samsung-original-imafgzn6jpncz9yg.jpeg?q=70
panasonic,4.3,10,43,Full HD,3,2,60900,https://www.flipkart.com/panasonic-shinobi-108-cm-43-inch-full-hd-led-smart-tv/p/itmeg8gwhpcbz9s4?pid=TVSEG8GWGGTKPU6E&lid=LSTTVSEG8GWGGTKPU6ESXBDFZ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_405&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSEG8GWGGTKPU6E.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/television/u/6/e/panasonic-th-43ds630d-original-imaeqzqts22eg6er.jpeg?q=70
lg,4.1,20,49,Full HD,2,1,64900,https://www.flipkart.com/lg-123-cm-49-inch-full-hd-led-tv/p/itmejeryhzffzf4y?pid=TVSEJERYBVUZNGHK&lid=LSTTVSEJERYBVUZNGHKFZPHME&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_17_406&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=201d6a41-ae4d-403c-9e86-42d6054f93fd.TVSEJERYBVUZNGHK.SEARCH&ppt=None&ppn=None&ssid=wmf7cgpqi80000001622280686696&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/television/g/h/k/lg-49lh547a-original-imaejesegh65jjj8.jpeg?q=70
lg,4.6,20,50,Ultra HD 4K,4,2,59999,https://www.flipkart.com/lg-126-cm-50-inch-ultra-hd-4k-led-smart-tv/p/itmf6b4gjcabuh2f?pid=TVSF6B4GGTMJYZEW&lid=LSTTVSF6B4GGTMJYZEWZCF2OQ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_18_409&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=d37a7247-3ae1-4e97-824a-2b23fdec3262.TVSF6B4GGTMJYZEW.SEARCH&ppt=None&ppn=None&ssid=qh2wxq75ow0000001622280700370&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/joonafk0/television/z/e/w/lg-50uk6560ptc-original-imafb3ah8gggtben.jpeg?q=70
sony,4.5,20,50,Full HD,2,2,55799,https://www.flipkart.com/sony-bravia-w672g-125-7-cm-50-inch-full-hd-led-smart-tv/p/itmfgy7xdzrnzgze?pid=TVSFGY7XNEYM3ZPM&lid=LSTTVSFGY7XNEYM3ZPMREPVHZ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_18_411&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=d37a7247-3ae1-4e97-824a-2b23fdec3262.TVSFGY7XNEYM3ZPM.SEARCH&ppt=None&ppn=None&ssid=qh2wxq75ow0000001622280700370&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jyoq93k0/television/z/p/m/sony-klv-50w672g-klv-50w672g-original-imafgv4ey7hth8x6.jpeg?q=70
samsung,4.1,20,43,Ultra HD 4K,3,2,49990,https://www.flipkart.com/samsung-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itme73203de392f3?pid=TVSFT34KGHDWTFYX&lid=LSTTVSFT34KGHDWTFYXJHJE4G&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_18_412&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=d37a7247-3ae1-4e97-824a-2b23fdec3262.TVSFT34KGHDWTFYX.SEARCH&ppt=None&ppn=None&ssid=qh2wxq75ow0000001622280700370&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kfbfr0w0/television/f/y/x/samsung-ua43tu8570uxxl-original-imafvs8ywergnq8w.jpeg?q=70
micromax,4.3,24,32,HD,2,2,18232,https://www.flipkart.com/micromax-81-cm-32-inch-hd-ready-led-tv-ips-panel/p/itmd2514590cd6b8?pid=TVSFWB45XKZZHHNE&lid=LSTTVSFWB45XKZZHHNEIR7HWD&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_18_414&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=d37a7247-3ae1-4e97-824a-2b23fdec3262.TVSFWB45XKZZHHNE.SEARCH&ppt=None&ppn=None&ssid=qh2wxq75ow0000001622280700370&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jzhb24w0pkrrdj/television-refurbished/z/e/s/u-32t8361hd-32t8361hd2019-micromax-original-imafggs9mkyuuauf.jpeg?q=70
panasonic,4.8,20,65,Ultra HD 4K,3,2,114999,https://www.flipkart.com/panasonic-fx600-series-164-cm-65-inch-ultra-hd-4k-led-smart-tv/p/itmf6mfgd3dkgpmg?pid=TVSF6MFG8R3X6Y4M&lid=LSTTVSF6MFG8R3X6Y4M10GMUK&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_18_416&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=d37a7247-3ae1-4e97-824a-2b23fdec3262.TVSF6MFG8R3X6Y4M.SEARCH&ppt=None&ppn=None&ssid=qh2wxq75ow0000001622280700370&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jkwwgi80/television/y/4/m/panasonic-th-65fx600d-original-imaf85rdcswqddkg.jpeg?q=70
samsung,4.5,20,49,Ultra HD 4K,3,2,146900,https://www.flipkart.com/samsung-123-cm-49-inch-ultra-hd-4k-curved-led-smart-tv/p/itmehym3kebzhdsg?pid=TVSEHYM3UXGTRHZE&lid=LSTTVSEHYM3UXGTRHZEY3Y3K9&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_18_417&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=d37a7247-3ae1-4e97-824a-2b23fdec3262.TVSEHYM3UXGTRHZE.SEARCH&ppt=None&ppn=None&ssid=qh2wxq75ow0000001622280700370&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/television/h/z/e/samsung-49ku6570-original-imaehfq2vcgvh8ac.jpeg?q=70
samsung,3.9,20,43,Full HD,2,1,35900,https://www.flipkart.com/samsung-108-cm-43-inch-full-hd-led-smart-tv/p/itmddeee75000d5c?pid=TVSFQPHKZYYPA7CF&lid=LSTTVSFQPHKZYYPA7CFP9VVVO&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_18_423&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=d37a7247-3ae1-4e97-824a-2b23fdec3262.TVSFQPHKZYYPA7CF.SEARCH&ppt=None&ppn=None&ssid=qh2wxq75ow0000001622280700370&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kf5pzm80/television/7/c/f/samsung-ua43t5350akxxl-original-imafvz8zyuatg8ev.jpeg?q=70
cloudwalker,4.3,20,32,HD,3,2,11999,https://www.flipkart.com/cloudwalker-cloud-tv-80-cm-32-inch-hd-ready-led-smart/p/itmf9ggcgjvhkyyu?pid=TVSF9GGCWKPQPDEJ&lid=LSTTVSF9GGCWKPQPDEJG2VSAT&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_18_427&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=d37a7247-3ae1-4e97-824a-2b23fdec3262.TVSF9GGCWKPQPDEJ.SEARCH&ppt=None&ppn=None&ssid=qh2wxq75ow0000001622280700370&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jpu324w0/television/d/e/j/cloudwalker-32sh04x-original-imafbzpyrhhdtezh.jpeg?q=70
sony,4.5,20,49,Ultra HD 4K,3,3,60999,https://www.flipkart.com/sony-x7002g-123-cm-49-inch-ultra-hd-4k-led-smart-tv/p/itm82c3000fc385a?pid=TVSFJY52KTSJV8Y8&lid=LSTTVSFJY52KTSJV8Y8PZ3B3B&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_18_429&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=d37a7247-3ae1-4e97-824a-2b23fdec3262.TVSFJY52KTSJV8Y8.SEARCH&ppt=None&ppn=None&ssid=qh2wxq75ow0000001622280700370&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k0vbgy80/television/8/y/8/sony-kd-49x7002g-kd-49x7002g-original-imafkkz2yzxnbzf6.jpeg?q=70
panasonic,4.4,10,50,Full HD,2,2,73900,https://www.flipkart.com/panasonic-126-cm-50-inch-full-hd-led-tv/p/itmeshddp6jdwvms?pid=TVSESHDDXBYEWNSM&lid=LSTTVSESHDDXBYEWNSMVWPRAX&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_436&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSESHDDXBYEWNSM.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/j2jbl3k0/television/n/s/m/panasonic-th-50c300dx-original-imaetvhznsgfeagg.jpeg?q=70
kodak,4.3,20,32,HD,2,2,11499,https://www.flipkart.com/kodak-80-cm-32-inch-hd-ready-led-smart-tv/p/itmess8czhvmvd3d?pid=TVSESS8CDSRRNFZZ&lid=LSTTVSESS8CDSRRNFZZB0HAKG&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_437&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSESS8CDSRRNFZZ.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jmz7csw0/television/f/z/z/kodak-32hdxsmart-original-imaf9rvwaqffk7pa.jpeg?q=70
lg,4.3,40,55,Ultra HD 4K,4,3,149999,https://www.flipkart.com/lg-c9-138-cm-55-inch-oled-ultra-hd-4k-smart-tv/p/itm5179833d86ab7?pid=TVSFJY52KZTNNSR3&lid=LSTTVSFJY52KZTNNSR34UGFXD&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_438&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSFJY52KZTNNSR3.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k1s6ljk0/television/s/r/3/lg-oled55c9pta-original-imafkt9pf9gumafg.jpeg?q=70
sony,4.6,20,49,Ultra HD 4K,3,2,64990,https://www.flipkart.com/sony-123-cm-49-inch-ultra-hd-4k-led-smart-android-tv/p/itmc78adfe01171b?pid=TVSFPYDHX8WDPQBU&lid=LSTTVSFPYDHX8WDPQBUECRK61&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_439&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSFPYDHX8WDPQBU.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kfyasnk0/television/q/b/u/sony-kd-49x7500h-original-imafwajtpg6ygytg.jpeg?q=70
tcl,4.1,10,32,HD,3,2,16690,https://www.flipkart.com/tcl-s6-80-cm-32-inch-hd-ready-led-smart-tv/p/itmf3h3bjga27jkk?pid=TVSF3H3B5QJ667S8&lid=LSTTVSF3H3B5QJ667S8GOBXJL&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_441&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSF3H3B5QJ667S8.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jsc3ssw0/television/7/s/8/tcl-32s62s-original-imafdxp9x6ynpras.jpeg?q=70
micromax,4.0,16,50,Full HD,2,2,64990,https://www.flipkart.com/micromax-127-cm-50-inch-full-hd-led-tv/p/itmejj7bbgt5my5h?pid=TVSEJJ7BANCNDNYF&lid=LSTTVSEJJ7BANCNDNYFZGDVIV&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_443&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSEJJ7BANCNDNYF.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/television/n/y/f/micromax-50c5220mhd-original-imaejj7rajfayqf6.jpeg?q=70
panasonic,4.3,35,43,Full HD,2,1,50900,https://www.flipkart.com/panasonic-108-cm-43-inch-full-hd-led-tv/p/itmevt89rh4rzfuz?pid=TVSEVT89FTFMJ55J&lid=LSTTVSEVT89FTFMJ55JCL4JI6&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_445&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSEVT89FTFMJ55J.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/j5vcknk0/television/5/5/j/panasonic-th-43e460dx-original-imaewgpbqeuznaz2.jpeg?q=70
sony,3.8,40,55,Ultra HD 4K,4,3,144990,https://www.flipkart.com/sony-bravia-a8g-138-8-cm-55-inch-oled-ultra-hd-4k-smart-tv/p/itmfg3g5hprerrb2?pid=TVSFG3G5FYDGUM4N&lid=LSTTVSFG3G5FYDGUM4N6KBCPL&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_446&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSFG3G5FYDGUM4N.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k19lvgw0/television/m/4/n/sony-kd-55a8g-original-imafkvkj4urcqfgd.jpeg?q=70
panasonic,4.3,20,55,Ultra HD 4K,3,3,65999,https://www.flipkart.com/panasonic-fx730-series-139-cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmf6mfgwapffchh?pid=TVSF6MFG9WSHP3ED&lid=LSTTVSF6MFG9WSHP3EDEMCFMM&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_447&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSF6MFG9WSHP3ED.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jkwwgi80/television/3/e/d/panasonic-th-55fx730d-original-imaf85rdvhubw7qf.jpeg?q=70
lg,4.3,20,43,Ultra HD 4K,2,1,79990,https://www.flipkart.com/lg-ultra-hd-108-cm-43-inch-4k-led-smart-tv/p/itmeurnctfevcvxp?pid=TVSEURNC7DU7FWZT&lid=LSTTVSEURNC7DU7FWZTTGIBTF&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_450&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSEURNC7DU7FWZT.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/j7ksia80/television/w/z/t/lg-43uj752t-original-imaexscwkr6szygg.jpeg?q=70
tcl,4.0,16,65,Ultra HD 4K,3,2,79999,https://www.flipkart.com/tcl-p2mus-163-8-cm-65-inch-ultra-hd-4k-led-smart-tv/p/itmf3h3be7fyrnbe?pid=TVSF3H3BVZMD2GCQ&lid=LSTTVSF3H3BVZMD2GCQNASPVH&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_451&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSF3H3BVZMD2GCQ.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/jg2kqkw0/television/g/c/q/tcl-65p2mus-original-imaf4e8xeggstdcj.jpeg?q=70
panasonic,4.1,20,40,Full HD,2,1,39900,https://www.flipkart.com/panasonic-100-cm-40-inch-full-hd-led-tv/p/itmekrd8xnt3nfwf?pid=TVSEKRD8ENYZRZXH&lid=LSTTVSEKRD8ENYZRZXH1JGEE8&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_19_452&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=c44fb124-2989-4f61-b3d1-89c120d8cd6b.TVSEKRD8ENYZRZXH.SEARCH&ppt=None&ppn=None&ssid=y7elcyo31s0000001622280709639&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/television/z/x/h/panasonic-th-40d400d-original-imaeqzquakfce5ph.jpeg?q=70
