Brand,Ratings,Speaker,Size,HD,HDMI,USB,Cost,buy_from,img_url
mi,4.4,20,32,HD,3,2,14499,https://www.flipkart.com/mi-4a-pro-80-cm-32-inch-hd-ready-led-smart-android-tv-google/p/itmfdwh5jyqhmvzg?pid=TVSG22C4DXQRVSTT&lid=LSTTVSG22C4DXQRVSTTJZD2M0&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSG22C4DXQRVSTT.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kc54ivk0/television/r/q/g/mi-l43m4-4ain-original-imaftc5fy6bfmhyb.jpeg?q=70
mi,4.4,20,43,Ultra HD 4K,3,2,27999,https://www.flipkart.com/mi-4x-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itmab87244d2fead?pid=TVSGFH5PQRTFRTVG&lid=LSTTVSGFH5PQRTFRTVGITUOXL&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSGFH5PQRTFRTVG.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kc54ivk0/television/r/q/g/mi-l43m4-4ain-original-imaftc5fy6bfmhyb.jpeg?q=70
mi,4.4,20,50,Ultra HD 4K,3,2,33999,https://www.flipkart.com/mi-4x-125-7-cm-50-inch-ultra-hd-4k-led-smart-android-tv/p/itm371a670b12dee?pid=TVSFSFUMDQAVJYCU&lid=LSTTVSFSFUMDQAVJYCUUKBYE3&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFSFUMDQAVJYCU.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kc54ivk0/television/y/c/u/mi-l50m5-5ain-original-imaftc5fzuhfdvzm.jpeg?q=70
mi,4.1,20,32,HD,3,2,15499,https://www.flipkart.com/mi-4a-horizon-80-cm-32-inch-hd-ready-led-smart-android-tv/p/itm9dcfc24f18feb?pid=TVSG22C46SKHXTH8&lid=LSTTVSG22C46SKHXTH8LDWFQD&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&spotlightTagId=TrendingId_ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSG22C46SKHXTH8.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kf5pzm80/television/f/h/e/mi-l32m6-ei-original-imafvzefsh27shv6.jpeg?q=70
mi,4.4,20,40,Full HD,3,2,21999,https://www.flipkart.com/mi-4a-100-cm-40-inch-full-hd-led-smart-android-tv-google/p/itmaaa9224388773?pid=TVSFJRFFJVY3HG5R&lid=LSTTVSFJRFFJVY3HG5RFBHWCP&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFJRFFJVY3HG5R.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kc54ivk0/television/g/5/r/mi-l40m5-5ain-original-imaftc5frwsvkmvz.jpeg?q=70
lg,4.3,10,32,HD,2,1,16999,https://www.flipkart.com/lg-80-cm-32-inch-hd-ready-led-smart-tv-2020/p/itm6207e6d122567?pid=TVSFTW4CSRW8PGDQ&lid=LSTTVSFTW4CSRW8PGDQSZQIO6&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&spotlightTagId=BestvalueId_ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFTW4CSRW8PGDQ.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kdyus280/television/g/d/q/lg-32lm565bpta-32lm565bpta-original-imafurgkdrjfggbw.jpeg?q=70
mi,4.4,20,43,Full HD,3,3,24999,https://www.flipkart.com/mi-4a-pro-108-cm-43-inch-full-hd-led-smart-android-tv-google/p/itmfbzck4mhggxxg?pid=TVSFBZCKAVGCUCME&lid=LSTTVSFBZCKAVGCUCMETCBDCK&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFBZCKAVGCUCME.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k9u8zgw0/television/c/m/e/mi-l43m5-an-original-imafrjtbdbnczaxk.jpeg?q=70
samsung,4.4,20,32,HD,2,1,16999,https://www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tv-2020/p/itma5db0294e13fe?pid=TVSFQXFKMHUDYCJ3&lid=LSTTVSFQXFKMHUDYCJ3IOJXHJ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFQXFKMHUDYCJ3.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kbs9k7k0/television/c/j/3/samsung-ua32t4340akxxl-original-imaft25qdysfsq7k.jpeg?q=70
mi,4.4,20,55,Ultra HD 4K,3,2,39999,https://www.flipkart.com/mi-4x-138-8-cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmf90a9d92f0a52?pid=TVSG22C4CQV6SJPH&lid=LSTTVSG22C4CQV6SJPH8LNAHQ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSG22C4CQV6SJPH.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kmf7ki80/television/k/w/6/l55m5-5xin-mi-original-imagfbm7wr9hvafx.jpeg?q=70
samsung,4.3,20,32,HD,2,1,17499,https://www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tv-2021-voice-search/p/itm385f5d84060d4?pid=TVSGFJJGX3PAJYVF&lid=LSTTVSGFJJGX3PAJYVFHJEFUQ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSGFJJGX3PAJYVF.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kmp7ngw0/television/b/2/g/ua32te40faklxl-samsung-original-imagfjkbhfbxtukt.jpeg?q=70
samsung,4.3,20,32,HD,2,1,17499,https://www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tv-2021-voice-search/p/itm658a141f24b21?pid=TVSFYN6HKXKADS3F&lid=LSTTVSFYN6HKXKADS3FFHONWS&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFYN6HKXKADS3F.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kk76wsw0/television/s/u/h/ua32te40fakbxl-samsung-original-imafzhzw3wzyzcgg.jpeg?q=70
lg,4.4,20,43,Full HD,2,1,30999,https://www.flipkart.com/lg-108-cm-43-inch-full-hd-led-smart-tv-2020/p/itmae361ec0f950d?pid=TVSFUJ5RVDUQZRMA&lid=LSTTVSFUJ5RVDUQZRMASECZD2&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFUJ5RVDUQZRMA.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/ked56kw0/television/r/m/a/lg-43lm5650pta-43lm5650pta-original-imafvfq5jpcjzh2m.jpeg?q=70
vu,4.3,24,43,Full HD,2,2,23999,https://www.flipkart.com/vu-premium-108-cm-43-inch-full-hd-led-smart-android-tv/p/itmcdec1be66fe17?pid=TVSFZGK7BT8RCGUQ&lid=LSTTVSFZGK7BT8RCGUQ5LRPZU&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFZGK7BT8RCGUQ.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k7xnukw0/television/g/u/q/vu-43us-43us-original-imafq2fhnucmhcpg.jpeg?q=70
iffalcon,4.3,16,32,HD,2,1,12999,https://www.flipkart.com/iffalcon-tcl-79-97-cm-32-inch-hd-ready-led-smart-android-tv-google-assistant-hdr-10-dolby-audio/p/itmf7hcfgwf2wzx8?pid=TVSF7HCFDCSAHZSE&lid=LSTTVSF7HCFDCSAHZSEIWJJBZ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSF7HCFDCSAHZSE.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k7xnukw0/television/9/z/p/iffalcon-1080p-wide-angle-12mp-waterproof-under-water-portable-original-imafq2fncukhwrc4.jpeg?q=70
thomson,4.2,20,24,HD,2,2,8999,https://www.flipkart.com/thomson-r9-60-cm-24-inch-hd-ready-led-tv/p/itmf66gtcfpfu4jy?pid=TVSF66GTGDHUNH8T&lid=LSTTVSF66GTGDHUNH8TEHGOJV&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSF66GTGDHUNH8T.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kikluvk0/television/h/8/t/thomson-24tm2490-original-imafybphgnhfwuvp.jpeg?q=70
mi,4.4,20,32,HD,3,2,14499,https://www.flipkart.com/mi-4a-pro-80-cm-32-inch-hd-ready-led-smart-android-tv-google/p/itm505418189698c?pid=TVSFDWH5K9N2FDTK&lid=LSTTVSFDWH5K9N2FDTK9M2YF1&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFDWH5K9N2FDTK.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kc54ivk0/television/r/q/g/mi-l43m4-4ain-original-imaftc5fy6bfmhyb.jpeg?q=70
vu,4.5,30,55,Ultra HD 4K,3,2,39999,https://www.flipkart.com/vu-premium-139-cm-55-inch-ultra-hd-4k-led-smart-android-tv/p/itm15edd0f5f73f4?pid=TVSFPENZUMTBQAHG&lid=LSTTVSFPENZUMTBQAHGKKIHQX&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&spotlightTagId=TrendingId_ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFPENZUMTBQAHG.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k7dnonk0/television/x/z/a/vu-50pm-50pm-original-imafpmrtnctj6qgz.jpeg?q=70
iffalcon,4.3,24,43,Ultra HD 4K,2,1,24999,https://www.flipkart.com/iffalcon-tcl-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itm3f760494090b0?pid=TVSFUYG8ZGXEG27H&lid=LSTTVSFUYG8ZGXEG27HLSFFE9&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFUYG8ZGXEG27H.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kgmla4w0/television/q/k/g/iffalcon-55k61-55k61-original-imafwtehtv9gn4qk.jpeg?q=70
vu,4.5,30,50,Ultra HD 4K,3,2,36999,https://www.flipkart.com/vu-premium-126-cm-50-inch-ultra-hd-4k-led-smart-android-tv/p/itm4f13ca85bb598?pid=TVSFPENZ3SZHXXZA&lid=LSTTVSFPENZ3SZHXXZAX81MEA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFPENZ3SZHXXZA.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k7dnonk0/television/x/z/a/vu-50pm-50pm-original-imafpmrtnctj6qgz.jpeg?q=70
iffalcon,4.4,30,43,Ultra HD 4K,2,1,26999,https://www.flipkart.com/iffalcon-tcl-107-9-cm-43-inch-ultra-hd-4k-led-smart-android-tv-handsfree-voice-search/p/itm9481af0e5b592?pid=TVSFT34KTMT9JFSG&lid=LSTTVSFT34KTMT9JFSGYOOKL2&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=03c771b4-8faf-4b21-9d3c-864847611a98.TVSFT34KTMT9JFSG.SEARCH&ppt=None&ppn=None&ssid=6m29uaz94w0000001622280432203&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kn97te80/television/p/r/s/55k71-55k71-iffalcon-original-imagfyzkdreg6swh.jpeg?q=70
mi,4.4,20,32,HD,3,2,14499,https://www.flipkart.com/mi-4a-pro-80-cm-32-inch-hd-ready-led-smart-android-tv-google/p/itmfdwh5jyqhmvzg?pid=TVSG22C4DXQRVSTT&lid=LSTTVSG22C4DXQRVSTTJZD2M0&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSG22C4DXQRVSTT.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kc54ivk0/television/r/q/g/mi-l43m4-4ain-original-imaftc5fy6bfmhyb.jpeg?q=70
mi,4.4,20,43,Ultra HD 4K,3,2,27999,https://www.flipkart.com/mi-4x-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itmab87244d2fead?pid=TVSGFH5PQRTFRTVG&lid=LSTTVSGFH5PQRTFRTVGITUOXL&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_2&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSGFH5PQRTFRTVG.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kc54ivk0/television/r/q/g/mi-l43m4-4ain-original-imaftc5fy6bfmhyb.jpeg?q=70
mi,4.4,20,50,Ultra HD 4K,3,2,33999,https://www.flipkart.com/mi-4x-125-7-cm-50-inch-ultra-hd-4k-led-smart-android-tv/p/itm371a670b12dee?pid=TVSFSFUMDQAVJYCU&lid=LSTTVSFSFUMDQAVJYCUUKBYE3&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSFSFUMDQAVJYCU.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kc54ivk0/television/y/c/u/mi-l50m5-5ain-original-imaftc5fzuhfdvzm.jpeg?q=70
mi,4.1,20,32,HD,3,2,15499,https://www.flipkart.com/mi-4a-horizon-80-cm-32-inch-hd-ready-led-smart-android-tv/p/itm9dcfc24f18feb?pid=TVSG22C46SKHXTH8&lid=LSTTVSG22C46SKHXTH8LDWFQD&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&spotlightTagId=TrendingId_ckf%2Fczl&srno=s_1_4&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSG22C46SKHXTH8.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kf5pzm80/television/f/h/e/mi-l32m6-ei-original-imafvzefsh27shv6.jpeg?q=70
mi,4.4,20,40,Full HD,3,2,21999,https://www.flipkart.com/mi-4a-100-cm-40-inch-full-hd-led-smart-android-tv-google/p/itmaaa9224388773?pid=TVSFJRFFJVY3HG5R&lid=LSTTVSFJRFFJVY3HG5RFBHWCP&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_5&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSFJRFFJVY3HG5R.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kc54ivk0/television/g/5/r/mi-l40m5-5ain-original-imaftc5frwsvkmvz.jpeg?q=70
lg,4.3,10,32,HD,2,1,16999,https://www.flipkart.com/lg-80-cm-32-inch-hd-ready-led-smart-tv-2020/p/itm6207e6d122567?pid=TVSFTW4CSRW8PGDQ&lid=LSTTVSFTW4CSRW8PGDQSZQIO6&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&spotlightTagId=BestvalueId_ckf%2Fczl&srno=s_1_8&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSFTW4CSRW8PGDQ.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kdyus280/television/g/d/q/lg-32lm565bpta-32lm565bpta-original-imafurgkdrjfggbw.jpeg?q=70
mi,4.4,20,43,Full HD,3,3,24999,https://www.flipkart.com/mi-4a-pro-108-cm-43-inch-full-hd-led-smart-android-tv-google/p/itmfbzck4mhggxxg?pid=TVSFBZCKAVGCUCME&lid=LSTTVSFBZCKAVGCUCMETCBDCK&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_9&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSFBZCKAVGCUCME.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k9u8zgw0/television/c/m/e/mi-l43m5-an-original-imafrjtbdbnczaxk.jpeg?q=70
samsung,4.4,20,32,HD,2,1,16999,https://www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tv-2020/p/itma5db0294e13fe?pid=TVSFQXFKMHUDYCJ3&lid=LSTTVSFQXFKMHUDYCJ3IOJXHJ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_10&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSFQXFKMHUDYCJ3.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kbs9k7k0/television/c/j/3/samsung-ua32t4340akxxl-original-imaft25qdysfsq7k.jpeg?q=70
mi,4.4,20,55,Ultra HD 4K,3,2,39999,https://www.flipkart.com/mi-4x-138-8-cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmf90a9d92f0a52?pid=TVSG22C4CQV6SJPH&lid=LSTTVSG22C4CQV6SJPH8LNAHQ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_11&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSG22C4CQV6SJPH.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kmf7ki80/television/k/w/6/l55m5-5xin-mi-original-imagfbm7wr9hvafx.jpeg?q=70
samsung,4.3,20,32,HD,2,1,17499,https://www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tv-2021-voice-search/p/itm385f5d84060d4?pid=TVSGFJJGX3PAJYVF&lid=LSTTVSGFJJGX3PAJYVFHJEFUQ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_12&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSGFJJGX3PAJYVF.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kmp7ngw0/television/b/2/g/ua32te40faklxl-samsung-original-imagfjkbhfbxtukt.jpeg?q=70
samsung,4.3,20,32,HD,2,1,17499,https://www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tv-2021-voice-search/p/itm658a141f24b21?pid=TVSFYN6HKXKADS3F&lid=LSTTVSFYN6HKXKADS3FFHONWS&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_13&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSFYN6HKXKADS3F.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/kk76wsw0/television/s/u/h/ua32te40fakbxl-samsung-original-imafzhzw3wzyzcgg.jpeg?q=70
lg,4.4,20,43,Full HD,2,1,30999,https://www.flipkart.com/lg-108-cm-43-inch-full-hd-led-smart-tv-2020/p/itmae361ec0f950d?pid=TVSFUJ5RVDUQZRMA&lid=LSTTVSFUJ5RVDUQZRMASECZD2&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_14&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSFUJ5RVDUQZRMA.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/ked56kw0/television/r/m/a/lg-43lm5650pta-43lm5650pta-original-imafvfq5jpcjzh2m.jpeg?q=70
vu,4.3,24,43,Full HD,2,2,23999,https://www.flipkart.com/vu-premium-108-cm-43-inch-full-hd-led-smart-android-tv/p/itmcdec1be66fe17?pid=TVSFZGK7BT8RCGUQ&lid=LSTTVSFZGK7BT8RCGUQ5LRPZU&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_15&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_na&fm=organic&iid=a02d2d5e-9060-40c1-a28c-16bb08738b8e.TVSFZGK7BT8RCGUQ.SEARCH&ppt=None&ppn=None&ssid=cj4oi16twg0000001622280448244&qH=c9a1fdac6e082dd8,https://rukminim1.flixcart.com/image/832/832/k7xnukw0/television/g/u/q/vu-43us-43us-original-imafq2fhnucmhcpg.jpeg?q=70
